"Month","Year","State","Indicator","Value"
"May",2021,"West Virginia","Symptoms of Anxiety Disorder",26.95
"Oct",2021,"West Virginia","Symptoms of Anxiety Disorder",27.6
"Sep",2021,"West Virginia","Symptoms of Anxiety Disorder",26.9
"Apr",2022,"West Virginia","Symptoms of Anxiety Disorder",36.7
"Aug",2022,"West Virginia","Symptoms of Anxiety Disorder",38.2
"Dec",2022,"West Virginia","Symptoms of Anxiety Disorder",33.3
"Feb",2022,"West Virginia","Symptoms of Anxiety Disorder",30.5
"Jan",2022,"West Virginia","Symptoms of Anxiety Disorder",31.6
"Jul",2022,"West Virginia","Symptoms of Anxiety Disorder",29.5
"Jun",2022,"West Virginia","Symptoms of Anxiety Disorder",33.9
"Mar",2022,"West Virginia","Symptoms of Anxiety Disorder",30.6
"May",2022,"West Virginia","Symptoms of Anxiety Disorder",26.9
"Nov",2022,"West Virginia","Symptoms of Anxiety Disorder",30.7
"Oct",2022,"West Virginia","Symptoms of Anxiety Disorder",35.3
"Sep",2022,"West Virginia","Symptoms of Anxiety Disorder",28.7
"Aug",2020,"Wisconsin","Symptoms of Anxiety Disorder",25.2
"Dec",2020,"Wisconsin","Symptoms of Anxiety Disorder",32.75
"Jul",2020,"Wisconsin","Symptoms of Anxiety Disorder",30.5666666666667
"Jun",2020,"Wisconsin","Symptoms of Anxiety Disorder",23.66
"May",2020,"Wisconsin","Symptoms of Anxiety Disorder",25.2
"Nov",2020,"Wisconsin","Symptoms of Anxiety Disorder",33.7
"Oct",2020,"Wisconsin","Symptoms of Anxiety Disorder",31.4
"Sep",2020,"Wisconsin","Symptoms of Anxiety Disorder",27.95
"Apr",2021,"Wisconsin","Symptoms of Anxiety Disorder",22.9
"Aug",2021,"Wisconsin","Symptoms of Anxiety Disorder",23.3333333333333
"Dec",2021,"Wisconsin","Symptoms of Anxiety Disorder",23.1
"Feb",2021,"Wisconsin","Symptoms of Anxiety Disorder",31.1
"Jan",2021,"Wisconsin","Symptoms of Anxiety Disorder",31.4
"Jul",2021,"Wisconsin","Symptoms of Anxiety Disorder",19.2
"Jun",2021,"Wisconsin","Symptoms of Anxiety Disorder",20.35
"Mar",2021,"Wisconsin","Symptoms of Anxiety Disorder",26.2666666666667
"May",2021,"Wisconsin","Symptoms of Anxiety Disorder",23.25
"Oct",2021,"Wisconsin","Symptoms of Anxiety Disorder",21
"Sep",2021,"Wisconsin","Symptoms of Anxiety Disorder",23.7
"Apr",2022,"Wisconsin","Symptoms of Anxiety Disorder",24.5
"Aug",2022,"Wisconsin","Symptoms of Anxiety Disorder",24.1
"Dec",2022,"Wisconsin","Symptoms of Anxiety Disorder",24.4
"Feb",2022,"Wisconsin","Symptoms of Anxiety Disorder",26.1
"Jan",2022,"Wisconsin","Symptoms of Anxiety Disorder",23.7
"Jul",2022,"Wisconsin","Symptoms of Anxiety Disorder",23.9
"Jun",2022,"Wisconsin","Symptoms of Anxiety Disorder",27.3
"Mar",2022,"Wisconsin","Symptoms of Anxiety Disorder",23.7
"May",2022,"Wisconsin","Symptoms of Anxiety Disorder",22.8
"Nov",2022,"Wisconsin","Symptoms of Anxiety Disorder",25.6
"Oct",2022,"Wisconsin","Symptoms of Anxiety Disorder",26.3
"Sep",2022,"Wisconsin","Symptoms of Anxiety Disorder",28.5
"Aug",2020,"Wyoming","Symptoms of Anxiety Disorder",32.8
"Dec",2020,"Wyoming","Symptoms of Anxiety Disorder",36.15
"Jul",2020,"Wyoming","Symptoms of Anxiety Disorder",33.2333333333333
"Jun",2020,"Wyoming","Symptoms of Anxiety Disorder",25.22
"May",2020,"Wyoming","Symptoms of Anxiety Disorder",23.875
"Nov",2020,"Wyoming","Symptoms of Anxiety Disorder",32.9
"Oct",2020,"Wyoming","Symptoms of Anxiety Disorder",27.65
"Sep",2020,"Wyoming","Symptoms of Anxiety Disorder",29.25
"Apr",2021,"Wyoming","Symptoms of Anxiety Disorder",16.9
"Aug",2021,"Wyoming","Symptoms of Anxiety Disorder",26
"Dec",2021,"Wyoming","Symptoms of Anxiety Disorder",29
"Feb",2021,"Wyoming","Symptoms of Anxiety Disorder",28.8
"Jan",2021,"Wyoming","Symptoms of Anxiety Disorder",35.1
"Jul",2021,"Wyoming","Symptoms of Anxiety Disorder",22.3
"Jun",2021,"Wyoming","Symptoms of Anxiety Disorder",20.05
"Mar",2021,"Wyoming","Symptoms of Anxiety Disorder",31.7333333333333
"May",2021,"Wyoming","Symptoms of Anxiety Disorder",27.15
"Oct",2021,"Wyoming","Symptoms of Anxiety Disorder",27
"Sep",2021,"Wyoming","Symptoms of Anxiety Disorder",24.45
"Apr",2022,"Wyoming","Symptoms of Anxiety Disorder",27.6
"Aug",2022,"Wyoming","Symptoms of Anxiety Disorder",23.9
"Dec",2022,"Wyoming","Symptoms of Anxiety Disorder",28
"Feb",2022,"Wyoming","Symptoms of Anxiety Disorder",30.3
"Jan",2022,"Wyoming","Symptoms of Anxiety Disorder",29.2
"Jul",2022,"Wyoming","Symptoms of Anxiety Disorder",31.7
"Jun",2022,"Wyoming","Symptoms of Anxiety Disorder",29.1
"Mar",2022,"Wyoming","Symptoms of Anxiety Disorder",28.6
"May",2022,"Wyoming","Symptoms of Anxiety Disorder",22.8
"Nov",2022,"Wyoming","Symptoms of Anxiety Disorder",30.9
"Oct",2022,"Wyoming","Symptoms of Anxiety Disorder",25.7
"Sep",2022,"Wyoming","Symptoms of Anxiety Disorder",30.7
"Aug",2020,"Alabama","Symptoms of Anxiety Disorder or Depressive Disorder",37.2
"Dec",2020,"Alabama","Symptoms of Anxiety Disorder or Depressive Disorder",41.25
"Jul",2020,"Alabama","Symptoms of Anxiety Disorder or Depressive Disorder",41
"Jun",2020,"Alabama","Symptoms of Anxiety Disorder or Depressive Disorder",37.28
"May",2020,"Alabama","Symptoms of Anxiety Disorder or Depressive Disorder",28.725
"Nov",2020,"Alabama","Symptoms of Anxiety Disorder or Depressive Disorder",44.3
"Oct",2020,"Alabama","Symptoms of Anxiety Disorder or Depressive Disorder",34.8
"Sep",2020,"Alabama","Symptoms of Anxiety Disorder or Depressive Disorder",37.65
"Apr",2021,"Alabama","Symptoms of Anxiety Disorder or Depressive Disorder",35.5
"Aug",2021,"Alabama","Symptoms of Anxiety Disorder or Depressive Disorder",34.5666666666667
"Dec",2021,"Alabama","Symptoms of Anxiety Disorder or Depressive Disorder",32.1
"Feb",2021,"Alabama","Symptoms of Anxiety Disorder or Depressive Disorder",41.75
"Jan",2021,"Alabama","Symptoms of Anxiety Disorder or Depressive Disorder",42
"Jul",2021,"Alabama","Symptoms of Anxiety Disorder or Depressive Disorder",35.9
"Jun",2021,"Alabama","Symptoms of Anxiety Disorder or Depressive Disorder",30.65
"Mar",2021,"Alabama","Symptoms of Anxiety Disorder or Depressive Disorder",36.3666666666667
"May",2021,"Alabama","Symptoms of Anxiety Disorder or Depressive Disorder",30.65
"Oct",2021,"Alabama","Symptoms of Anxiety Disorder or Depressive Disorder",34.1
"Sep",2021,"Alabama","Symptoms of Anxiety Disorder or Depressive Disorder",33.3
"Apr",2022,"Alabama","Symptoms of Anxiety Disorder or Depressive Disorder",28.6
"Aug",2022,"Alabama","Symptoms of Anxiety Disorder or Depressive Disorder",42.3
"Dec",2022,"Alabama","Symptoms of Anxiety Disorder or Depressive Disorder",36.9
"Feb",2022,"Alabama","Symptoms of Anxiety Disorder or Depressive Disorder",33.8
"Jan",2022,"Alabama","Symptoms of Anxiety Disorder or Depressive Disorder",33.9
"Jul",2022,"Alabama","Symptoms of Anxiety Disorder or Depressive Disorder",37.4
"Jun",2022,"Alabama","Symptoms of Anxiety Disorder or Depressive Disorder",37.7
"Mar",2022,"Alabama","Symptoms of Anxiety Disorder or Depressive Disorder",33.5
"May",2022,"Alabama","Symptoms of Anxiety Disorder or Depressive Disorder",31
"Nov",2022,"Alabama","Symptoms of Anxiety Disorder or Depressive Disorder",39
"Oct",2022,"Alabama","Symptoms of Anxiety Disorder or Depressive Disorder",34.5
"Sep",2022,"Alabama","Symptoms of Anxiety Disorder or Depressive Disorder",42.7
"Aug",2020,"Alaska","Symptoms of Anxiety Disorder or Depressive Disorder",34.8
"Dec",2020,"Alaska","Symptoms of Anxiety Disorder or Depressive Disorder",43.35
"Jul",2020,"Alaska","Symptoms of Anxiety Disorder or Depressive Disorder",37.1
"Jun",2020,"Alaska","Symptoms of Anxiety Disorder or Depressive Disorder",35.14
"May",2020,"Alaska","Symptoms of Anxiety Disorder or Depressive Disorder",34.075
"Nov",2020,"Alaska","Symptoms of Anxiety Disorder or Depressive Disorder",41.4
"Oct",2020,"Alaska","Symptoms of Anxiety Disorder or Depressive Disorder",37.95
"Sep",2020,"Alaska","Symptoms of Anxiety Disorder or Depressive Disorder",34.55
"Apr",2021,"Alaska","Symptoms of Anxiety Disorder or Depressive Disorder",31.8
"Aug",2021,"Alaska","Symptoms of Anxiety Disorder or Depressive Disorder",31.9333333333333
"Dec",2021,"Alaska","Symptoms of Anxiety Disorder or Depressive Disorder",37.8
"Feb",2021,"Alaska","Symptoms of Anxiety Disorder or Depressive Disorder",42.2
"Jan",2021,"Alaska","Symptoms of Anxiety Disorder or Depressive Disorder",41.5
"Jul",2021,"Alaska","Symptoms of Anxiety Disorder or Depressive Disorder",27.4
"Jun",2021,"Alaska","Symptoms of Anxiety Disorder or Depressive Disorder",29.35
"Mar",2021,"Alaska","Symptoms of Anxiety Disorder or Depressive Disorder",36.3333333333333
"May",2021,"Alaska","Symptoms of Anxiety Disorder or Depressive Disorder",31.55
"Oct",2021,"Alaska","Symptoms of Anxiety Disorder or Depressive Disorder",38.5
"Sep",2021,"Alaska","Symptoms of Anxiety Disorder or Depressive Disorder",35.4
"Apr",2022,"Alaska","Symptoms of Anxiety Disorder or Depressive Disorder",27
"Aug",2022,"Alaska","Symptoms of Anxiety Disorder or Depressive Disorder",35.8
"Dec",2022,"Alaska","Symptoms of Anxiety Disorder or Depressive Disorder",35.4
"Feb",2022,"Alaska","Symptoms of Anxiety Disorder or Depressive Disorder",33.4
"Jan",2022,"Alaska","Symptoms of Anxiety Disorder or Depressive Disorder",31.9
"Jul",2022,"Alaska","Symptoms of Anxiety Disorder or Depressive Disorder",31.6
"Jun",2022,"Alaska","Symptoms of Anxiety Disorder or Depressive Disorder",32.8
"Mar",2022,"Alaska","Symptoms of Anxiety Disorder or Depressive Disorder",32.7
"May",2022,"Alaska","Symptoms of Anxiety Disorder or Depressive Disorder",30.9
"Nov",2022,"Alaska","Symptoms of Anxiety Disorder or Depressive Disorder",37.8
"Oct",2022,"Alaska","Symptoms of Anxiety Disorder or Depressive Disorder",35.9
"Sep",2022,"Alaska","Symptoms of Anxiety Disorder or Depressive Disorder",41
"Aug",2020,"Arizona","Symptoms of Anxiety Disorder or Depressive Disorder",35.1
"Dec",2020,"Arizona","Symptoms of Anxiety Disorder or Depressive Disorder",41.65
"Jul",2020,"Arizona","Symptoms of Anxiety Disorder or Depressive Disorder",43.8333333333333
"Jun",2020,"Arizona","Symptoms of Anxiety Disorder or Depressive Disorder",37.38
"May",2020,"Arizona","Symptoms of Anxiety Disorder or Depressive Disorder",35.6
"Nov",2020,"Arizona","Symptoms of Anxiety Disorder or Depressive Disorder",42.05
"Oct",2020,"Arizona","Symptoms of Anxiety Disorder or Depressive Disorder",38.8
"Sep",2020,"Arizona","Symptoms of Anxiety Disorder or Depressive Disorder",39.15
"Apr",2021,"Arizona","Symptoms of Anxiety Disorder or Depressive Disorder",34.4
"Aug",2021,"Arizona","Symptoms of Anxiety Disorder or Depressive Disorder",34.1666666666667
"Dec",2021,"Arizona","Symptoms of Anxiety Disorder or Depressive Disorder",31.2
"Feb",2021,"Arizona","Symptoms of Anxiety Disorder or Depressive Disorder",41.25
"Jan",2021,"Arizona","Symptoms of Anxiety Disorder or Depressive Disorder",38.4
"Jul",2021,"Arizona","Symptoms of Anxiety Disorder or Depressive Disorder",33.4
"Jun",2021,"Arizona","Symptoms of Anxiety Disorder or Depressive Disorder",31.9
"Mar",2021,"Arizona","Symptoms of Anxiety Disorder or Depressive Disorder",37.3333333333333
"May",2021,"Arizona","Symptoms of Anxiety Disorder or Depressive Disorder",28.9
"Oct",2021,"Arizona","Symptoms of Anxiety Disorder or Depressive Disorder",33
"Sep",2021,"Arizona","Symptoms of Anxiety Disorder or Depressive Disorder",30.9
"Apr",2022,"Arizona","Symptoms of Anxiety Disorder or Depressive Disorder",28.5
"Aug",2022,"Arizona","Symptoms of Anxiety Disorder or Depressive Disorder",31.4
"Dec",2022,"Arizona","Symptoms of Anxiety Disorder or Depressive Disorder",31.1
"Feb",2022,"Arizona","Symptoms of Anxiety Disorder or Depressive Disorder",31.5
"Jan",2022,"Arizona","Symptoms of Anxiety Disorder or Depressive Disorder",34.1
"Jul",2022,"Arizona","Symptoms of Anxiety Disorder or Depressive Disorder",34.7
"Jun",2022,"Arizona","Symptoms of Anxiety Disorder or Depressive Disorder",34.8
"Mar",2022,"Arizona","Symptoms of Anxiety Disorder or Depressive Disorder",34.4
"May",2022,"Arizona","Symptoms of Anxiety Disorder or Depressive Disorder",29.4
"Nov",2022,"Arizona","Symptoms of Anxiety Disorder or Depressive Disorder",34.3
"Oct",2022,"Arizona","Symptoms of Anxiety Disorder or Depressive Disorder",39.7
"Sep",2022,"Arizona","Symptoms of Anxiety Disorder or Depressive Disorder",39.3
"Aug",2020,"Arkansas","Symptoms of Anxiety Disorder or Depressive Disorder",35.3
"Dec",2020,"Arkansas","Symptoms of Anxiety Disorder or Depressive Disorder",42.45
"Jul",2020,"Arkansas","Symptoms of Anxiety Disorder or Depressive Disorder",43.2666666666667
"Jun",2020,"Arkansas","Symptoms of Anxiety Disorder or Depressive Disorder",38.36
"May",2020,"Arkansas","Symptoms of Anxiety Disorder or Depressive Disorder",35
"Nov",2020,"Arkansas","Symptoms of Anxiety Disorder or Depressive Disorder",42.9
"Oct",2020,"Arkansas","Symptoms of Anxiety Disorder or Depressive Disorder",40.4
"Sep",2020,"Arkansas","Symptoms of Anxiety Disorder or Depressive Disorder",36.35
"Apr",2021,"Arkansas","Symptoms of Anxiety Disorder or Depressive Disorder",34.8
"Aug",2021,"Arkansas","Symptoms of Anxiety Disorder or Depressive Disorder",35.4333333333333
"Dec",2021,"Arkansas","Symptoms of Anxiety Disorder or Depressive Disorder",34.4
"Feb",2021,"Arkansas","Symptoms of Anxiety Disorder or Depressive Disorder",41.7
"Jan",2021,"Arkansas","Symptoms of Anxiety Disorder or Depressive Disorder",41.1
"Jul",2021,"Arkansas","Symptoms of Anxiety Disorder or Depressive Disorder",26.4
"Jun",2021,"Arkansas","Symptoms of Anxiety Disorder or Depressive Disorder",33.7
"Mar",2021,"Arkansas","Symptoms of Anxiety Disorder or Depressive Disorder",41.4666666666667
"May",2021,"Arkansas","Symptoms of Anxiety Disorder or Depressive Disorder",34.6
"Oct",2021,"Arkansas","Symptoms of Anxiety Disorder or Depressive Disorder",37.8
"Sep",2021,"Arkansas","Symptoms of Anxiety Disorder or Depressive Disorder",36.4
"Apr",2022,"Arkansas","Symptoms of Anxiety Disorder or Depressive Disorder",32.8
"Aug",2022,"Arkansas","Symptoms of Anxiety Disorder or Depressive Disorder",31.4
"Dec",2022,"Arkansas","Symptoms of Anxiety Disorder or Depressive Disorder",37
"Feb",2022,"Arkansas","Symptoms of Anxiety Disorder or Depressive Disorder",38.2
"Jan",2022,"Arkansas","Symptoms of Anxiety Disorder or Depressive Disorder",40.6
"Jul",2022,"Arkansas","Symptoms of Anxiety Disorder or Depressive Disorder",39.6
"Jun",2022,"Arkansas","Symptoms of Anxiety Disorder or Depressive Disorder",37.5
"Mar",2022,"Arkansas","Symptoms of Anxiety Disorder or Depressive Disorder",38.8
"May",2022,"Arkansas","Symptoms of Anxiety Disorder or Depressive Disorder",28.3
"Nov",2022,"Arkansas","Symptoms of Anxiety Disorder or Depressive Disorder",40.3
"Oct",2022,"Arkansas","Symptoms of Anxiety Disorder or Depressive Disorder",43.6
"Sep",2022,"Arkansas","Symptoms of Anxiety Disorder or Depressive Disorder",41.7
"Aug",2020,"California","Symptoms of Anxiety Disorder or Depressive Disorder",38
"Dec",2020,"California","Symptoms of Anxiety Disorder or Depressive Disorder",44.1
"Jul",2020,"California","Symptoms of Anxiety Disorder or Depressive Disorder",42.6666666666667
"Jun",2020,"California","Symptoms of Anxiety Disorder or Depressive Disorder",38.68
"May",2020,"California","Symptoms of Anxiety Disorder or Depressive Disorder",36.7
"Nov",2020,"California","Symptoms of Anxiety Disorder or Depressive Disorder",44.4
"Oct",2020,"California","Symptoms of Anxiety Disorder or Depressive Disorder",41.15
"Sep",2020,"California","Symptoms of Anxiety Disorder or Depressive Disorder",40.7
"Apr",2021,"California","Symptoms of Anxiety Disorder or Depressive Disorder",37.3
"Aug",2021,"California","Symptoms of Anxiety Disorder or Depressive Disorder",32.4333333333333
"Dec",2021,"California","Symptoms of Anxiety Disorder or Depressive Disorder",30.4
"Feb",2021,"California","Symptoms of Anxiety Disorder or Depressive Disorder",44.1
"Jan",2021,"California","Symptoms of Anxiety Disorder or Depressive Disorder",45.4
"Jul",2021,"California","Symptoms of Anxiety Disorder or Depressive Disorder",30.3
"Jun",2021,"California","Symptoms of Anxiety Disorder or Depressive Disorder",31.1
"Mar",2021,"California","Symptoms of Anxiety Disorder or Depressive Disorder",40.1666666666667
"May",2021,"California","Symptoms of Anxiety Disorder or Depressive Disorder",32.65
"Oct",2021,"California","Symptoms of Anxiety Disorder or Depressive Disorder",32
"Sep",2021,"California","Symptoms of Anxiety Disorder or Depressive Disorder",33.2
"Apr",2022,"California","Symptoms of Anxiety Disorder or Depressive Disorder",30.1
"Aug",2022,"California","Symptoms of Anxiety Disorder or Depressive Disorder",33.8
"Dec",2022,"California","Symptoms of Anxiety Disorder or Depressive Disorder",33
"Feb",2022,"California","Symptoms of Anxiety Disorder or Depressive Disorder",32.9
"Jan",2022,"California","Symptoms of Anxiety Disorder or Depressive Disorder",31.9
"Jul",2022,"California","Symptoms of Anxiety Disorder or Depressive Disorder",33.1
"Jun",2022,"California","Symptoms of Anxiety Disorder or Depressive Disorder",34.8
"Mar",2022,"California","Symptoms of Anxiety Disorder or Depressive Disorder",32.8
"May",2022,"California","Symptoms of Anxiety Disorder or Depressive Disorder",33.1
"Nov",2022,"California","Symptoms of Anxiety Disorder or Depressive Disorder",38.2
"Oct",2022,"California","Symptoms of Anxiety Disorder or Depressive Disorder",35.7
"Sep",2022,"California","Symptoms of Anxiety Disorder or Depressive Disorder",37.2
"Aug",2020,"Colorado","Symptoms of Anxiety Disorder or Depressive Disorder",37.6
"Dec",2020,"Colorado","Symptoms of Anxiety Disorder or Depressive Disorder",43.8
"Jul",2020,"Colorado","Symptoms of Anxiety Disorder or Depressive Disorder",41.0333333333333
"Jun",2020,"Colorado","Symptoms of Anxiety Disorder or Depressive Disorder",34.1
"May",2020,"Colorado","Symptoms of Anxiety Disorder or Depressive Disorder",33.675
"Nov",2020,"Colorado","Symptoms of Anxiety Disorder or Depressive Disorder",44.55
"Oct",2020,"Colorado","Symptoms of Anxiety Disorder or Depressive Disorder",37.6
"Sep",2020,"Colorado","Symptoms of Anxiety Disorder or Depressive Disorder",37.2
"Apr",2021,"Colorado","Symptoms of Anxiety Disorder or Depressive Disorder",31.5
"Aug",2021,"Colorado","Symptoms of Anxiety Disorder or Depressive Disorder",29.2666666666667
"Dec",2021,"Colorado","Symptoms of Anxiety Disorder or Depressive Disorder",33.2
"Feb",2021,"Colorado","Symptoms of Anxiety Disorder or Depressive Disorder",38.85
"Jan",2021,"Colorado","Symptoms of Anxiety Disorder or Depressive Disorder",41.7
"Jul",2021,"Colorado","Symptoms of Anxiety Disorder or Depressive Disorder",27.9
"Jun",2021,"Colorado","Symptoms of Anxiety Disorder or Depressive Disorder",29.3
"Mar",2021,"Colorado","Symptoms of Anxiety Disorder or Depressive Disorder",38.2333333333333
"May",2021,"Colorado","Symptoms of Anxiety Disorder or Depressive Disorder",31.95
"Oct",2021,"Colorado","Symptoms of Anxiety Disorder or Depressive Disorder",32
"Sep",2021,"Colorado","Symptoms of Anxiety Disorder or Depressive Disorder",30
"Apr",2022,"Colorado","Symptoms of Anxiety Disorder or Depressive Disorder",31.5
"Aug",2022,"Colorado","Symptoms of Anxiety Disorder or Depressive Disorder",32.6
"Dec",2022,"Colorado","Symptoms of Anxiety Disorder or Depressive Disorder",31.2
"Feb",2022,"Colorado","Symptoms of Anxiety Disorder or Depressive Disorder",28.5
"Jan",2022,"Colorado","Symptoms of Anxiety Disorder or Depressive Disorder",30.2
"Jul",2022,"Colorado","Symptoms of Anxiety Disorder or Depressive Disorder",33.1
"Jun",2022,"Colorado","Symptoms of Anxiety Disorder or Depressive Disorder",33.7
"Mar",2022,"Colorado","Symptoms of Anxiety Disorder or Depressive Disorder",29
"May",2022,"Colorado","Symptoms of Anxiety Disorder or Depressive Disorder",24
"Nov",2022,"Colorado","Symptoms of Anxiety Disorder or Depressive Disorder",33.2
"Oct",2022,"Colorado","Symptoms of Anxiety Disorder or Depressive Disorder",35.9
"Sep",2022,"Colorado","Symptoms of Anxiety Disorder or Depressive Disorder",37.6
"Aug",2020,"Connecticut","Symptoms of Anxiety Disorder or Depressive Disorder",38.8
"Dec",2020,"Connecticut","Symptoms of Anxiety Disorder or Depressive Disorder",41.2
"Jul",2020,"Connecticut","Symptoms of Anxiety Disorder or Depressive Disorder",36.6
"Jun",2020,"Connecticut","Symptoms of Anxiety Disorder or Depressive Disorder",36.26
"May",2020,"Connecticut","Symptoms of Anxiety Disorder or Depressive Disorder",34.525
"Nov",2020,"Connecticut","Symptoms of Anxiety Disorder or Depressive Disorder",39.65
"Oct",2020,"Connecticut","Symptoms of Anxiety Disorder or Depressive Disorder",35.75
"Sep",2020,"Connecticut","Symptoms of Anxiety Disorder or Depressive Disorder",34.8
"Apr",2021,"Connecticut","Symptoms of Anxiety Disorder or Depressive Disorder",31.5
"Aug",2021,"Connecticut","Symptoms of Anxiety Disorder or Depressive Disorder",26.5
"Dec",2021,"Connecticut","Symptoms of Anxiety Disorder or Depressive Disorder",29.3
"Feb",2021,"Connecticut","Symptoms of Anxiety Disorder or Depressive Disorder",40.4
"Jan",2021,"Connecticut","Symptoms of Anxiety Disorder or Depressive Disorder",39.5
